"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-00005979,,"Aberfoyle Hub Primary School Council Inc","Aberfoyle Hub Primary School Council Inc","Aberfoyle Hub Primary School/J, 29 Jeanette Cres","ABERFOYLE PARK",SA,5159,01/01/2012,
PR-00005981,,"Rose Park Community Childcare Inc","Rose Park Community Childcare Incorporated","22 Watson Avenue, Rose Park SA","ROSE PARK",SA,5067,01/01/2012,
PR-00005983,,"Adelaide University Childcare Services Inc","Adelaide University Childcare Services Inc","C/- Waite Campus Children Centre, PMB1","GLEN OSMOND",SA,5064,01/01/2012,
PR-00005986,,"Alberton Primary School Council Inc","Alberton Primary School Council Inc","ALBERTON PRIMARY SCHOOL, 14 BROAD ST",QUEENSTOWN,SA,5014,01/01/2012,
PR-00005987,,"Aldgate Primary School Council Inc","Aldgate Primary School Council Inc","Aldgate Primary School, 3 Fairview Rd",ALDGATE,SA,5154,01/01/2012,
PR-00005988,,"Aldinga Beach Primary School","Aldinga Beach R-7 Governing Council","ALDINGA PRIMARY SCHOOL, 58 QUINLIVEN RD","ALDINGA BEACH",SA,5173,01/01/2012,
PR-00005989,,"Aldinga Community Children's Centre Management Committee","Aldinga Community Children's Centre Management Committee","ALDINGA COMMUNITY CHILD CARE C, 63 BUTTERWORTH RD","ALDINGA BEACH",SA,5173,01/01/2012,
PR-00005990,,"Allenby Gardens Primary School Council","Allenby Gardens Primary School Council","33 Barham St","ALLENBY GARDENS",SA,5009,01/01/2012,
PR-00005991,,"Allendale East Area School Council Inc","Allendale East Area School Council Inc","C/- Post Office","ALLENDALE EAST",SA,5291,01/01/2012,
PR-00005992,,"Angle Vale Primary School Council Inc","Angle Vale Primary School Council Inc","Heaslip Rd","ANGLE VALE",SA,5117,01/01/2012,
PR-00005993,,"Anglicare SA Inc","Anglicare SA Inc","AnglicareSA, 159 Port Rd",HINDMARSH,SA,5007,01/01/2012,
PR-00005994,,"Annesley College","Annesley College","28 Rose Terrace",WAYVILLE,SA,5034,01/01/2012,
PR-00005996,,"Ardtornish Primary School Council","Ardtornish Primary School Council","Ardtornish Primary School OSHC, 2 Saarinen Avenue","ST AGNES",SA,5097,01/01/2012,
PR-00005998,,"Athelstone Primary School Council Inc","Athelstone Primary School Council Inc","8 BROOKSIDE RD",ATHELSTONE,SA,5076,01/01/2012,
PR-00005999,,"Child Care Services Australia Pty Ltd","Ms Judith Mary Atkinson","267 Salisbury Highway","SALISBURY DOWNS",SA,5108,01/01/2012,
PR-00006001,,"Babthorpe Pty Ltd","Babthorpe Pty Ltd","C/- 8 Balfour Road",SPRINGFIELD,SA,5062,01/01/2012,
PR-00006002,,"Banksia Park School Council","Banksia Park School Council","1-5 Cottenham Road","BANKSIA PARK",SA,5091,01/01/2012,
PR-00006003,,"Cedars Montessori Pty Ltd","Cedars Montessori Preschool","PO Box 4036","TRANMERE NORTH",SA,5073,01/01/2012,
PR-00006004,,"Barmera Primary School Council Inc","Barmera Primary School Council Inc","1 Rumbold Drive",BARMERA,SA,5345,01/01/2012,
PR-00006005,,"Barossa Outside School Hours Care Service Inc","Barossa Outside School Hours Care Service Inc","PO Box 646",NURIOOTPA,SA,5355,01/01/2012,
